ROWNO,LEGACY_CODE_NO,SPOT_NM,SPOT_STD_CODE,INFO_CREAT_INSTT_NM,CL_MIDDLE_NM,CL_SMALL_NM,DO_NM,CTY_NM,ADRES,ADMCODE,CRDNT_X,CRDNT_Y,ABL_AT,ABL_DE,DAY_AVG,CHARGE,INS_DATE,DEL_YN,OFFICE,OFFICE_TEL,BUILDING_NO,LOC_JIBUN,COMMT,YYYY,PERIOD,INSP_CHECK,UN_INSP_DESC,ACCEPT_YN,SUIT,UNSUIT,ITEM_GENBACLOW,ITEM_GENBACMID,ITEM_TOTBAC,ITEM_BAC,ITEM_FESTR,ITEM_BRANFUNGUS,ITEM_GRGUNGUS,ITEM_SALMOL,ITEM_SEGEL,ITEM_SULFUNGUS,ITEM_YERSINIA,ITEM_PB,ITEM_F,ITEM_GAS,ITEM_SE,ITEM_HG,ITEM_CN,ITEM_CR6,ITEM_NO3AM,ITEM_NO3N,ITEM_CD,ITEM_BORON,ITEM_BRO3,ITEM_PHENOL,ITEM_DIAZN,ITEM_PARAT,ITEM_PENITRO,ITEM_CARBARYL,ITEM_TCET,ITEM_TECE,ITEM_TCE,ITEM_DCM,ITEM_BENZENE,ITEM_TOLUENE,ITEM_ETILBEN,ITEM_XYLENE,ITEM_DCE,ITEM_CCL4,ITEM_DBCP,ITEM_C4H8O2,ITEM_GRADIENT,ITEM_KMN,ITEM_SMELL,ITEM_COLOR,ITEM_CU,ITEM_ABS,ITEM_PH,ITEM_ZN,ITEM_CL,ITEM_FE,ITEM_MN,ITEM_MUDDY,ITEM_SO42,ITEM_AL,ITEM_URAN,INSP_RST,FAIL_DESC,SAMP_DATE 
6917,PUB_2683,가야산생수정,47840E060000001,경북,,,경상북도,성주군,경상북도 성주군 수륜면 10,4784033000,,,N,,50,경상북도담당자,19950816,N,"상하수도사업소 
상수도담당",054-930-6736,,,,2016,4/4,미검사,양호,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-10-01
6918,PUB_2683,가야산생수정,47840E060000001,경북,,,경상북도,성주군,경상북도 성주군 수륜면 10,4784033000,,,N,,50,경상북도담당자,19950816,N,"상하수도사업소 
상수도담당",054-930-6736,,,,2016,4/4,검사,,적합,8,0,0,,불검출,불검출,불검출,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-11-15
6919,PUB_2683,가야산생수정,47840E060000001,경북,,,경상북도,성주군,경상북도 성주군 수륜면 10,4784033000,,,N,,50,경상북도담당자,19950816,N,"상하수도사업소 
상수도담당",054-930-6736,,,,2016,4/4,미검사,양호,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-12-01
6920,PUB_2684,오전약수터,47920E060000001,경북,,,경상북도,봉화군,경상북도 봉화군 물야면 오전리62-11,4792031024,,,N,,100,경상북도담당자,19960131,N,상수도담당,054-679-6444,,,,2016,4/4,미검사,양호,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-10-01
6921,PUB_2684,오전약수터,47920E060000001,경북,,,경상북도,봉화군,경상북도 봉화군 물야면 오전리62-11,4792031024,,,N,,100,경상북도담당자,19960131,N,상수도담당,054-679-6444,,,,2016,4/4,검사,,적합,8,0,0,,불검출,불검출,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-11-22
6922,PUB_2684,오전약수터,47920E060000001,경북,,,경상북도,봉화군,경상북도 봉화군 물야면 오전리62-11,4792031024,,,N,,100,경상북도담당자,19960131,N,상수도담당,054-679-6444,,,,2016,4/4,미검사,양호,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-12-01
6923,PUB_2685,우곡약수터,47920E060000002,경북,,,경상북도,봉화군,경상북도 봉화군 봉성면 우곡리584-6,4792032027,,,N,,50,경상북도담당자,19960131,N,상수도담당,054-679-6444,,,,2016,4/4,미검사,양호,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-10-01
6924,PUB_2685,우곡약수터,47920E060000002,경북,,,경상북도,봉화군,경상북도 봉화군 봉성면 우곡리584-6,4792032027,,,N,,50,경상북도담당자,19960131,N,상수도담당,054-679-6444,,,,2016,4/4,검사,,적합,8,0,0,,불검출,불검출,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-11-22
6925,PUB_2685,우곡약수터,47920E060000002,경북,,,경상북도,봉화군,경상북도 봉화군 봉성면 우곡리584-6,4792032027,,,N,,50,경상북도담당자,19960131,N,상수도담당,054-679-6444,,,,2016,4/4,미검사,양호,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-12-01
6926,PUB_2686,도동약수터,47940E060000001,경북,,,경상북도,울릉군,경상북도 울릉군 울릉읍 16,4794025000,,,N,,100,경상북도담당자,19960131,N,상하수도사업소,054-790-6346,,,,2016,4/4,미검사,양호,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-10-01
6927,PUB_2686,도동약수터,47940E060000001,경북,,,경상북도,울릉군,경상북도 울릉군 울릉읍 16,4794025000,,,N,,100,경상북도담당자,19960131,N,상하수도사업소,054-790-6346,,,,2016,4/4,검사,,적합,8,0,0,,불검출,불검출,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-11-22
6928,PUB_2759,북정약수터,48330E060000003,경남,,,경상남도,양산시,경상남도 양산시 북정동 35,4833010700,,,N,,60,경상남도담당자,20051220,N,수도과,055-392-5416,,,,2017,1/4,미검사,분기별검사,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-02-01
6929,PUB_2765,자하곡,48740E060000001,경남,,,경상남도,창녕군,경상남도 창녕군 창녕읍 2-1,4874025000,,,N,,150,경상남도담당자,19840101,N,주택산림과,055-530-1662,,,,2017,2/4,검사,,적합,143,0,1.0,,불검출,불검출,불검출,,,,,,,,,,,,,,,1.3,,,,,,,,,,,,,,,,0.0030,,,,,24.0,,,,,,6.2,,3.4,,,0.22,6.0,,0.0017,,,2017-05-30
6930,PUB_2766,함박산,48740E060000002,경남,,,경상남도,창녕군,경상남도 창녕군 영산면 38,4874038000,,,N,,50,경상남도담당자,19820101,N,주택산림과,055-530-1662,,,,2017,2/4,검사,,부적합,139,4,66.0,,검출,불검출,불검출,,,,,,,,,,,,,,,1.1,,,,,,,,,,,,,,,,,,,,,53.0,,,,,,7.2,,3.0,,,0.67,13.0,,0.0018,총대장균군(검출),음용금지 안내문 부착 살균기 점검 및 시설보완중,2017-05-30
6931,PUB_2765,자하곡,48740E060000001,경남,,,경상남도,창녕군,경상남도 창녕군 창녕읍 2-1,4874025000,,,N,,150,경상남도담당자,19840101,N,주택산림과,055-530-1662,,,,2017,1/4,미검사,분기별검사,,,,9.0,,검출,,불검출,,,,,,,,,,,,,,불검출,0.8,,,,,,,,,,,,,,,,,,,,,,1.8,,,,,,,,,,,,,,,,2017-03-01
6932,PUB_2765,자하곡,48740E060000001,경남,,,경상남도,창녕군,경상남도 창녕군 창녕읍 2-1,4874025000,,,N,,150,경상남도담당자,19840101,N,주택산림과,055-530-1662,,,,2017,1/4,검사,,적합,7,0,0.0,,불검출,불검출,불검출,,,,,,,,,,,,,,,1.1,,,,,,,,,,,,,,,,,,,,,,5.1,,,,,,,,,,,,,,,,2017-02-09
6933,PUB_2567,우산성(하),44790E060000004,충남,,,충청남도,청양군,충청남도 청양군 청양읍 4-2,4479025000,,,N,,100,충청남도담당자,20060226,N,환경보호과,041-940-2266,,,,2017,2/4,검사,,부적합,139,4,0.0,,검출,불검출,불검출,,,,,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,1.4,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,31.0,1.3,불검출,불검출,불검출,불검출,6.5,0.012,6.9,불검출,불검출,0.1,3.0,불검출,불검출,총대장균군(검출),물탱크 청소 및 소독 실시,2017-04-19
6934,PUB_2569,용봉약수터,44800E060000001,충남,,,충청남도,홍성군,충청남도 홍성군 홍북읍 신경리80-3,4480025625,,,N,,100,충청남도담당자,19890929,N,환경수도과,041-630-1746,,,,2017,1/4,검사,,적합,8,0,30.0,,불검출,,불검출,,,,,,,,,,,,,,0.06,2.5,,,,,,,,,,,,,,,,,,,,,,0.7,,,,,,,,,,,,,,,,2017-03-13
6935,PUB_2571,관음사약수터,44800E060000003,충남,,,충청남도,홍성군,충청남도 홍성군 광천읍 335-1,4480025300,,,N,,100,충청남도담당자,20090916,N,환경수도과,041-630-1746,,,,2017,1/4,검사,,적합,8,0,0.0,,불검출,,불검출,,,,,,,,,,,,,,0.04,6.1,,,,,,,,,,,,,,,,,,,,,,0.9,,,,,,,,,,,,,,,,2017-03-13
6936,PUB_2569,용봉약수터,44800E060000001,충남,,,충청남도,홍성군,충청남도 홍성군 홍북읍 신경리80-3,4480025625,,,N,,100,충청남도담당자,19890929,N,환경수도과,041-630-1746,,,,2017,2/4,검사,,부적합,139,4,91.0,,검출,불검출,불검출,,,,,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,2.3,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,37.0,0.9,불검출,불검출,불검출,불검출,7.1,불검출,6.5,불검출,불검출,0.38,6.0,0.03,3.0E-4,총대장균군(검출),경고문 부착 7월 중 재검 예정,2017-06-23
6937,PUB_2571,관음사약수터,44800E060000003,충남,,,충청남도,홍성군,충청남도 홍성군 광천읍 335-1,4480025300,,,N,,100,충청남도담당자,20090916,N,환경수도과,041-630-1746,,,,2017,2/4,검사,,적합,143,0,0.0,,불검출,불검출,불검출,,,,,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,6.0,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,96.0,0.9,불검출,불검출,불검출,불검출,7.2,0.0030,12.0,불검출,불검출,0.06,5.0,불검출,6.0E-4,,,2017-06-23
6938,PUB_2573,금오산약수터,44810E060000002,충남,,,충청남도,예산군,충청남도 예산군 예산읍 60-15,4481025000,,,N,,140,충청남도담당자,19940920,N,환경과,041-339-7505,,,,2017,1/4,검사,,적합,8,0,0.0,,불검출,,불검출,,,,,,,,,,,,,,불검출,0.5,,,,,,,,,,,,,,,,,,,,,,불검출,,,,,,,,,,,,,,,,2017-02-07
6939,PUB_2576,광덕사약수터,44810E060000005,충남,,,충청남도,예산군,충청남도 예산군 덕산면 ,4481036000,,,N,,110,충청남도담당자,19920410,N,환경과,041-339-7505,,,,2017,1/4,검사,,적합,8,0,0.0,,불검출,,불검출,,,,,,,,,,,,,,불검출,3.2,,,,,,,,,,,,,,,,,,,,,,0.4,,,,,,,,,,,,,,,,2017-02-07
6940,PUB_3364,오남,11530E060000005,서울,,,서울특별시,구로구,서울특별시 구로구 오류동 42-29,1153010800,,,N,,80,서울시담당자,,N,,,,,,2016,4/4,검사,,적합,8,0,0,,불검출,불검출,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-12-05
6941,PUB_3365,궁동,11530E060000006,서울,,,서울특별시,구로구,서울특별시 구로구 궁동 10-49,1153010900,,,N,,80,서울시 담당자,,N,,,,,,2016,4/4,검사,,적합,8,0,0,,불검출,불검출,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-11-14
6942,PUB_3365,궁동,11530E060000006,서울,,,서울특별시,구로구,서울특별시 구로구 궁동 10-49,1153010900,,,N,,80,서울시 담당자,,N,,,,,,2016,4/4,검사,,적합,8,0,0,,불검출,불검출,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-12-05
6943,PUB_3366,감로수,11545E060000001,서울,,,서울특별시,금천구,서울특별시 금천구 시흥동 118,1154510300,,,N,,50,서울시담당자,,N,,,,,,2016,4/4,미검사,수원고갈,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-11-22
6944,PUB_3368,남서울,11545E060000003,서울,,,서울특별시,금천구,서울특별시 금천구 시흥동 6-8,1154510300,,,N,,100,서울시담당자,,N,,,,,,2016,4/4,미검사,수원고갈,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-11-22
6945,PUB_3370,만수천,11545E060000005,서울,,,서울특별시,금천구,서울특별시 금천구 독산동 8,1154510200,,,N,,300,서울시담당자,,N,,,,,,2016,4/4,검사,,부적합,6,2,0,,검출,,검출,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,총대장균군(검출) 분원성대장균군(검출),,2016-11-22
6946,PUB_3371,불로천,11545E060000006,서울,,,서울특별시,금천구,서울특별시 금천구 시흥동 6-7,1154510300,,,N,,150,서울시담당자,,N,,,,,,2016,4/4,검사,,부적합,7,1,4,,검출,,불검출,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,총대장균군(검출),,2016-11-22
6947,PUB_3372,산복,11545E060000007,서울,,,서울특별시,금천구,서울특별시 금천구 시흥동 75,1154510300,,,N,,200,서울시담당자,,N,,,,,,2016,4/4,미검사,수원고갈,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-11-22
6948,PUB_3206,인왕산,11110E060000012,서울,,,서울특별시,종로구,서울특별시 종로구 무악동 3-4,1111018700,,,N,,30,서울시담당자,,N,,,,,,2016,4/4,미검사,미검사,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-10-01
6949,PUB_3206,인왕산,11110E060000012,서울,,,서울특별시,종로구,서울특별시 종로구 무악동 3-4,1111018700,,,N,,30,서울시담당자,,N,,,,,,2016,4/4,검사,,적합,8,0,3,,불검출,불검출,불검출,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-11-23
6950,PUB_3206,인왕산,11110E060000012,서울,,,서울특별시,종로구,서울특별시 종로구 무악동 3-4,1111018700,,,N,,30,서울시담당자,,N,,,,,,2016,4/4,미검사,미검사,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-12-01
6951,PUB_3207,인왕천,11110E060000013,서울,,,서울특별시,종로구,서울특별시 종로구 누상동 1-29,1111010900,,,N,,30,서울시담당자,,N,,,,,,2016,4/4,미검사,미검사,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-10-01
6952,PUB_3207,인왕천,11110E060000013,서울,,,서울특별시,종로구,서울특별시 종로구 누상동 1-29,1111010900,,,N,,30,서울시담당자,,N,,,,,,2016,4/4,검사,,적합,8,0,3,,불검출,불검출,불검출,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-11-23
6953,PUB_3207,인왕천,11110E060000013,서울,,,서울특별시,종로구,서울특별시 종로구 누상동 1-29,1111010900,,,N,,30,서울시담당자,,N,,,,,,2016,4/4,미검사,미검사,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-12-01
6954,PUB_3219,배봉체육회,11230E060000002,서울,,,서울특별시,동대문구,서울특별시 동대문구 휘경동 6-48,1123010900,,,N,,100,서울시 담당자,,N,,,,,,2016,4/4,미검사,미검사,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-10-01
6955,PUB_3219,배봉체육회,11230E060000002,서울,,,서울특별시,동대문구,서울특별시 동대문구 휘경동 6-48,1123010900,,,N,,100,서울시 담당자,,N,,,,,,2016,4/4,미검사,미검사,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-11-01
6956,PUB_3219,배봉체육회,11230E060000002,서울,,,서울특별시,동대문구,서울특별시 동대문구 휘경동 6-48,1123010900,,,N,,100,서울시 담당자,,N,,,,,,2016,4/4,검사,,적합,8,0,0,,불검출,불검출,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-12-20
6957,PUB_3221,동산,11260E060000002,서울,,,서울특별시,중랑구,서울특별시 중랑구 망우동 69-1,1126010500,,,N,,150,서울시담당자,,N,,,,,,2016,4/4,검사,,적합,8,0,1,,불검출,불검출,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-10-24
6958,PUB_3165,만수약수,41250E060000007,경기,,,경기도,동두천시,경기도 동두천시 상패동 36,4125011200,,,N,,130,경기도담당자,,N,,,,,,2016,4/4,검사,,부적합,6,2,1,,검출,,검출,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,총대장균군(검출) 분원성대장균군(검출),,2016-11-24
6959,PUB_3165,만수약수,41250E060000007,경기,,,경기도,동두천시,경기도 동두천시 상패동 36,4125011200,,,N,,130,경기도담당자,,N,,,,,,2016,4/4,검사,,부적합,7,1,23,,검출,,불검출,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,총대장균군(검출),,2016-12-29
6960,PUB_3166,소요산일주문,41250E060000008,경기,,,경기도,동두천시,경기도 동두천시 상봉암동 1,4125010900,,,N,,250,경기도담당자,,N,,,,,,2016,4/4,검사,,부적합,7,1,17,,검출,,불검출,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,총대장균군(검출),,2016-10-31
6961,PUB_3166,소요산일주문,41250E060000008,경기,,,경기도,동두천시,경기도 동두천시 상봉암동 1,4125010900,,,N,,250,경기도담당자,,N,,,,,,2016,4/4,검사,,적합,8,0,43,,불검출,,불검출,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-11-24
6962,PUB_3166,소요산일주문,41250E060000008,경기,,,경기도,동두천시,경기도 동두천시 상봉암동 1,4125010900,,,N,,250,경기도담당자,,N,,,,,,2016,4/4,검사,,부적합,7,1,4,,검출,,불검출,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,총대장균군(검출),,2016-12-30
6963,PUB_2713,수발사,48125E060000002,경남,,,경상남도,창원시마산합포구,경상남도 창원시마산합포구 145,4812500000,,,N,,10,경상남도담당자,,N,수도시설과,055-225-6431,,,,2017,2/4,검사,,적합,143,0,0.0,,불검출,불검출,불검출,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,불검출,0.0,0.0,불검출,6.9,0.0,3.3,0.0,0.0,0.66,3.0,0.05,0.0,,,2017-04-18
6964,PUB_2714,무곡탑(상),48125E060000003,경남,,,경상남도,창원시마산합포구,경상남도 창원시마산합포구 98-63,4812500000,,,N,,150,경상남도담당자,,N,수도시설과,055-225-6431,,,,2017,2/4,검사,,적합,143,0,1.0,,불검출,불검출,불검출,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.5,불검출,0.0,0.0,불검출,6.6,0.0,2.9,0.0,0.0,0.22,3.0,0.0,1.0E-4,,,2017-04-18
6965,PUB_2715,자산,48125E060000004,경남,,,경상남도,창원시마산합포구,경상남도 창원시마산합포구 25-11,4812500000,,,N,,300,경상남도담당자,,N,수도시설과,055-225-6431,,,,2017,2/4,검사,,적합,143,0,0.0,,불검출,불검출,불검출,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,불검출,0.0,0.0,불검출,6.9,0.0,6.0,0.0,0.0,0.1,6.0,0.0,7.0E-4,,,2017-04-18
6966,PUB_2716,무학산기도원,48125E060000005,경남,,,경상남도,창원시마산합포구,경상남도 창원시마산합포구 492,4812500000,,,N,,250,경상남도담당자,,N,수도시설과,055-225-6431,,,,2017,2/4,검사,,적합,143,0,0.0,,불검출,불검출,불검출,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,불검출,0.0,0.0,불검출,6.4,0.0,3.5,0.0,0.0,0.08,4.0,0.0,0.0,,,2017-04-18
6967,PUB_2717,등나무산장,48125E060000006,경남,,,경상남도,창원시마산합포구,경상남도 창원시마산합포구 494,4812500000,,,N,,250,경상남도담당자,,N,수도시설과,055-225-6431,,,,2017,2/4,검사,,적합,143,0,0.0,,불검출,불검출,불검출,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,불검출,0.0,0.0,불검출,6.5,0.0,3.5,0.0,0.0,0.12,3.0,0.0,0.0,,,2017-04-18
6968,PUB_2718,봉화,48127E060000001,경남,,,경상남도,창원시마산회원구,경상남도 창원시마산회원구 31-1,4812700000,,,N,,70,경상남도담당자,,N,수도시설과,055-225-6431,,,,2017,2/4,미검사,폐쇄약수터,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-01-01
6969,PUB_2719,제2금강산,48127E060000002,경남,,,경상남도,창원시마산회원구,경상남도 창원시마산회원구 152-1,4812700000,,,N,,50,경상남도담당자,,N,수도시설과,055-225-6431,,,,2017,2/4,검사,,적합,143,0,0.0,,불검출,불검출,불검출,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,0.0,불검출,0.0,0.0,불검출,7.6,0.0,7.3,0.0,0.0,0.13,10.0,0.0,0.0021,,,2017-05-29
6970,PUB_2720,만수봉,48127E060000003,경남,,,경상남도,창원시마산회원구,경상남도 창원시마산회원구 106,4812700000,,,N,,150,경상남도담당자,,N,수도시설과,055-225-6431,,,,2017,2/4,검사,,적합,143,0,1.0,,불검출,불검출,불검출,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,0.0,불검출,0.0,0.0,불검출,6.6,0.0,7.0,0.0,0.0,0.46,0.0,0.0,0.0019,,,2017-05-29
6971,PUB_2182,대신공원옥천,26140E060000006,부산,,,부산광역시,서구,부산광역시 서구 동대신동3가 2-2,2614010300,,,N,,200,고명숙/박미희,19960209,N,청소위생과,051-240-4692,,,,2016,4/4,검사,,부적합,7,1,2,,검출,,불검출,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,총대장균군(검출),적합,2016-11-22
6972,PUB_2183,대신공원팔각정,26140E060000007,부산,,,부산광역시,서구,부산광역시 서구 동대신동3가 2-2,2614010300,,,N,,800,고명숙/박미희,19950521,N,청소위생과,051-240-4693,,,,2016,4/4,검사,,적합,8,0,1,,불검출,,불검출,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-11-22
6973,PUB_2184,남부민소방도로공동우물,26140E060000008,부산,,,부산광역시,서구,부산광역시 서구 남부민동 428-79,2614012300,,,N,,500,고명숙/박미희,20090218,N,청소위생과,051-240-4694,,,,2016,4/4,검사,,적합,8,0,0,,불검출,,불검출,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-11-22
6974,PUB_3635,운수사,26530E060000019,부산,,,부산광역시,사상구,부산광역시 사상구 삼락동 173,2653010100,,,N,,500,미검사,20131201,N,,,,,5월 21일 추가,2016,4/4,검사,,적합,8,0,10,,불검출,,불검출,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-11-29
6975,PUB_3636,수정4동체육공원,26170E060000018,부산,,,부산광역시,동구,부산광역시 동구 ,2617000000,,,N,,300,검사담당자,20130123,N,,,,,5월 21일 입력,2016,4/4,검사,,적합,8,0,5,,불검출,,불검출,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-11-07
6976,PUB_3637,얼음골(하),26500E060000007,부산,,,부산광역시,수영구,부산광역시 수영구 망미동 114,2650010100,,,N,,200,검사담당자,20130218,N,,,,,5월 21일 추가,2016,4/4,검사,,적합,8,0,0,,불검출,,불검출,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-11-09
6977,PUB_3638,백수,26530E060000022,부산,,,부산광역시,사상구,부산광역시 사상구 모라동 91-1,2653010200,,,N,,40,미검사,20131231,N,,,,,,2016,4/4,검사,,적합,8,0,10,,불검출,,불검출,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-11-29
6978,PUB_3639,청수,26530E060000021,부산,,,부산광역시,사상구,부산광역시 사상구 괘법동 1,2653010400,,,N,,100,미검사,20120101,N,,,,,5월 21일 추가,2016,4/4,검사,,적합,8,0,20,,불검출,,불검출,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-11-29
6979,PUB_3640,승학(학장),26530E060000020,부산,,,부산광역시,사상구,부산광역시 사상구 학장동 165,2653010700,,,N,,50,미검사,20120101,N,,,,,,2016,4/4,검사,,적합,8,0,40,,불검출,,불검출,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-11-29
6980,PUB_3655,놋정,26410E060000018,부산,,,부산광역시,금정구,부산광역시 금정구 구서동 4-1,2641010700,,,N,,100,검사담당자,,N,,,,,,2016,4/4,검사,,적합,8,0,8,,불검출,불검출,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-12-13
